y;1;2;3;4;5;6;7;8;9;10
1;4;0;0;;;;;;;
2;0;0;2;;;;;;;
3;1;0;;2;0;1;;7;;
4;;0;;;0;0;;;1;0
5;0;0;0;2;0;;2;;8;
6;7;0;0;;;;;0;;
7;;NA;;2;0;;0;0;;
8;NA;;NA;;;;;;1;0
9;;;;;;0;0;0;0;
10;;6;;;2;;0;;;5
