y;1;2;3;4;5;6;7;8;9;10
1;9;4;;;;;;;;
2;;1;3;;;0;;;;
3;2;0;;;;6;;;;
4;8;7;3;;2;;;;;
5;12;3;8;;;;;1;0;
6;11;0;0;;;;;9;6;
7;8;0;0;;;0;0;;0;
8;3;0;;;0;8;;;;
9;4;0;1;;;6;;0;;
10;0;6;1;;0;;0;2;4;3
